depth,cx,time,depth_std,cx_std,time_std,circuit,layout_pass,max_iter,beam,look,crit
1,1,0.02238321304321289,0.0,0.0,0.0012510828427527922,ghz_2.qasm,SabreLayout,3,1,1,1
2,2,0.019568920135498047,0.0,0.0,0.0004968487417418373,ghz_3.qasm,SabreLayout,3,1,1,1
5,6,0.020326852798461914,2.7726341266023544,2.48746859276655,0.009910787465109911,ghz_4.qasm,SabreLayout,3,1,1,1
7,7,0.019610166549682617,2.48746859276655,2.48746859276655,0.0005862031330218442,ghz_5.qasm,SabreLayout,3,1,1,1
14,14,0.01998281478881836,1.0897247358851685,1.299038105676658,0.0006907178889388598,ghz_6.qasm,SabreLayout,3,1,1,1
8,15,0.022779226303100586,5.717298313014636,3.2691742076555053,0.0008960779998775283,ghz_7.qasm,SabreLayout,3,1,1,1
19,19,0.021036624908447266,7.088723439378913,8.584142356694699,0.0005068278067848117,ghz_8.qasm,SabreLayout,3,1,1,1
21,32,0.023159027099609375,7.1545440106270926,10.606601717798213,0.011818107512660787,ghz_9.qasm,SabreLayout,3,1,1,1
27,36,0.021142005920410156,7.3484692283495345,9.12414379544733,0.0005650346035019778,ghz_10.qasm,SabreLayout,3,1,1,1
32,40,0.02151179313659668,5.539629951540085,8.077747210701755,0.0004947624237358854,ghz_11.qasm,SabreLayout,3,1,1,1
34,41,0.02483367919921875,5.0682837331783235,7.648529270389178,0.0010032518022259935,ghz_12.qasm,SabreLayout,3,1,1,1
43,81,0.024040937423706055,2.48746859276655,8.317902379807062,0.011639580045714453,ghz_13.qasm,SabreLayout,3,1,1,1
46,64,0.024061203002929688,4.031128874149275,8.077747210701755,0.0003183503886087825,ghz_14.qasm,SabreLayout,3,1,1,1
48,77,0.02387404441833496,6.103277807866851,5.7608593109014565,0.00019996007178663182,ghz_15.qasm,SabreLayout,3,1,1,1
62,84,0.025166988372802734,6.49519052838329,13.141061600951424,0.012445948493607237,ghz_16.qasm,SabreLayout,3,1,1,1
66,109,0.025567293167114258,7.949056547792323,17.282577932704367,0.0004188887556756705,ghz_17.qasm,SabreLayout,3,1,1,1
68,89,0.025248050689697266,5.889609494694874,14.905955185763842,0.0005716880563042274,ghz_18.qasm,SabreLayout,3,1,1,1
74,105,0.02591991424560547,8.525696452489967,11.691342951089922,0.0006136672499273945,ghz_19.qasm,SabreLayout,3,1,1,1
72,100,0.026256084442138672,8.200609733428363,11.521718621802913,0.011188792567290365,ghz_20.qasm,SabreLayout,3,1,1,1
85,143,0.025593996047973633,8.411301920630361,7.648529270389178,0.00015586403768729005,ghz_21.qasm,SabreLayout,3,1,1,1
75,126,0.02685403823852539,7.176350047203662,3.897114317029974,0.00022728650851327532,ghz_22.qasm,SabreLayout,3,1,1,1
80,118,0.026706933975219727,14.713938969562161,26.52710877574109,0.0003052872634827384,ghz_23.qasm,SabreLayout,3,1,1,1
97,149,0.05632185935974121,6.179603547154137,10.685855136581255,0.012756761803997175,ghz_24.qasm,SabreLayout,3,1,1,1
105,150,0.027571916580200195,3.960744879438715,8.842369591913696,0.00019620497407570937,ghz_25.qasm,SabreLayout,3,1,1,1
110,163,0.027966022491455078,4.716990566028302,8.616843969807043,0.00025304237776740816,ghz_26.qasm,SabreLayout,3,1,1,1
118,188,0.056272268295288086,13.47219358530748,28.53944638566067,0.011933691858211689,ghz_27.qasm,SabreLayout,3,1,1,1
113,171,0.028795957565307617,13.838352503098047,15.149257407543116,0.0002618003936563515,ghz_28.qasm,SabreLayout,3,1,1,1
125,193,0.030817031860351562,6.819090848492928,15.732132722552274,0.0001657197361826942,ghz_29.qasm,SabreLayout,3,1,1,1
123,194,0.05777120590209961,7.224091638399945,8.874119674649425,0.011746647481023411,ghz_30.qasm,SabreLayout,3,1,1,1
129,204,0.030389785766601562,14.265342617687105,26.864242032858474,0.0006512266013062867,ghz_31.qasm,SabreLayout,3,1,1,1
141,226,0.031275033950805664,16.53027525481654,33.54101966249684,0.0003143600500333186,ghz_32.qasm,SabreLayout,3,1,1,1
146,242,0.03371000289916992,7.582875444051551,14.773286702694158,0.014239877609804764,ghz_33.qasm,SabreLayout,3,1,1,1
144,207,0.031193017959594727,8.74642784226795,26.099568961957974,0.0013028928719618755,ghz_34.qasm,SabreLayout,3,1,1,1
167,244,0.03377509117126465,8.699856320652657,30.400452299266863,0.0004641767575354903,ghz_35.qasm,SabreLayout,3,1,1,1
162,236,0.03377199172973633,16.990806337546196,35.64670391494843,0.0005523335218927627,ghz_36.qasm,SabreLayout,3,1,1,1
179,279,0.032861948013305664,6.179603547154137,10.062305898749054,0.013618272739278863,ghz_37.qasm,SabreLayout,3,1,1,1
186,283,0.03355288505554199,18.89940475253123,32.61422235773835,0.00043377811677777073,ghz_38.qasm,SabreLayout,3,1,1,1
175,278,0.03299307823181152,6.53356717268599,7.648529270389178,0.0004024844364047074,ghz_39.qasm,SabreLayout,3,1,1,1
186,309,0.03432607650756836,19.45507645834372,32.61422235773835,0.010604941429875083,ghz_40.qasm,SabreLayout,3,1,1,1
198,292,0.03379106521606445,12.539936203984453,27.36215452043205,0.0005009701711046564,ghz_41.qasm,SabreLayout,3,1,1,1
182,272,0.0338289737701416,14.150971698084906,27.60774347895894,0.0007579168475997843,ghz_42.qasm,SabreLayout,3,1,1,1
202,309,0.03442692756652832,24.320773014030618,66.69098514791935,0.0009628717623353466,ghz_43.qasm,SabreLayout,3,1,1,1
211,325,0.03595614433288574,11.672617529928752,33.699962907991456,0.012064706648323457,ghz_44.qasm,SabreLayout,3,1,1,1
234,377,0.0364840030670166,16.498105951896417,25.13339412017406,0.00033375648384966806,ghz_45.qasm,SabreLayout,3,1,1,1
223,339,0.03564906120300293,26.88401011754013,67.03170891451299,0.0007586058528962061,ghz_46.qasm,SabreLayout,3,1,1,1
201,349,0.03612804412841797,33.67862823809782,56.48451115128819,0.012070268857871172,ghz_47.qasm,SabreLayout,3,1,1,1
220,326,0.0365900993347168,20.180436070610565,36.5812451947716,0.0005682687452278034,ghz_48.qasm,SabreLayout,3,1,1,1
271,423,0.06494307518005371,3.3541019662496847,10.5,0.011867466552735805,ghz_49.qasm,SabreLayout,3,1,1,1
270,430,0.03884100914001465,21.914607000811127,51.35172830587107,0.00035198254123751854,ghz_50.qasm,SabreLayout,3,1,1,1
296,503,0.03946876525878906,20.29008378494283,34.55701810052482,0.000570233857916969,ghz_51.qasm,SabreLayout,3,1,1,1
308,492,0.039835214614868164,17.483921184905864,47.49934210070704,0.0005788353439968902,ghz_52.qasm,SabreLayout,3,1,1,1
265,415,0.039095163345336914,27.55335732719336,59.93903152370749,0.012548084260096858,ghz_53.qasm,SabreLayout,3,1,1,1
259,392,0.03939008712768555,66.68208155119335,116.1967620030782,0.0007181933991886797,ghz_54.qasm,SabreLayout,3,1,1,1
289,435,0.039949893951416016,4.14578098794425,19.828956099603428,0.000230816953245603,ghz_55.qasm,SabreLayout,3,1,1,1
282,442,0.07317304611206055,34.23722389446901,55.778019864459154,0.013026232370188394,ghz_56.qasm,SabreLayout,3,1,1,1
305,485,0.04219412803649902,35.960916284210555,62.295164338815255,0.0006807950029352658,ghz_57.qasm,SabreLayout,3,1,1,1
333,546,0.07149887084960938,16.1245154965971,30.102948360584218,0.012542244650127697,ghz_58.qasm,SabreLayout,3,1,1,1
326,547,0.04201912879943848,11.583932838203095,28.252212302756046,0.0006537205276707475,ghz_59.qasm,SabreLayout,3,1,1,1
329,521,0.04237198829650879,33.425289826716536,65.67533783696891,0.0005751294982818837,ghz_60.qasm,SabreLayout,3,1,1,1
325,516,0.0431973934173584,30.22726418318403,59.81220611213066,0.01192712350757523,ghz_61.qasm,SabreLayout,3,1,1,1
342,517,0.04501605033874512,4.5,22.299103120977758,0.00046395681189974726,ghz_62.qasm,SabreLayout,3,1,1,1
322,524,0.044295310974121094,17.108112110925624,35.58352849282937,0.00044518234753094957,ghz_63.qasm,SabreLayout,3,1,1,1
353,564,0.07121896743774414,29.03015673398957,56.37985012395829,0.011016193625646733,ghz_64.qasm,SabreLayout,3,1,1,1
345,568,0.047902822494506836,33.49160342533633,59.52467975554342,0.0010002785282281891,ghz_65.qasm,SabreLayout,3,1,1,1
340,521,0.04636502265930176,38.84182668207045,92.92739101040124,0.0007583285934159605,ghz_66.qasm,SabreLayout,3,1,1,1
401,684,0.04747295379638672,20.141685629559408,45.423011789180165,0.012703542479214824,ghz_67.qasm,SabreLayout,3,1,1,1
372,634,0.04923105239868164,22.895141405983935,46.5966737010272,0.0014427907849246587,ghz_68.qasm,SabreLayout,3,1,1,1
384,623,0.08016490936279297,21.874642854227357,50.601383380299005,0.013156710270034469,ghz_69.qasm,SabreLayout,3,1,1,1
379,642,0.04884505271911621,35.00357124637428,52.87898921121696,0.0003697727278620252,ghz_70.qasm,SabreLayout,3,1,1,1
411,688,0.04973316192626953,30.569592735265545,57.3688722217894,0.00037712502647396735,ghz_71.qasm,SabreLayout,3,1,1,1
422,695,0.04921913146972656,42.080280417316615,103.3449926218005,0.0008101413040548195,ghz_72.qasm,SabreLayout,3,1,1,1
398,609,0.04801297187805176,29.643717715563277,76.87774385347166,0.0011770957955970606,ghz_73.qasm,SabreLayout,3,1,1,1
402,631,0.07898688316345215,46.13566949768909,89.05440752708425,0.011798405198708188,ghz_74.qasm,SabreLayout,3,1,1,1
466,743,0.06573987007141113,22.76373211931646,81.18035476640885,0.005812915897831898,ghz_75.qasm,SabreLayout,3,1,1,1
463,747,0.05174612998962402,34.766183282034284,64.53051603698827,0.0019172471611192175,ghz_76.qasm,SabreLayout,3,1,1,1
463,781,0.05501198768615723,35.092734290733176,51.89111195570972,0.0013011379504084754,ghz_77.qasm,SabreLayout,3,1,1,1
476,764,0.05275917053222656,26.789690181112583,64.27285585688566,0.002357397615740967,ghz_78.qasm,SabreLayout,3,1,1,1
472,804,0.052657127380371094,35.42950747611375,69.91914973739311,0.01408375007230245,ghz_79.qasm,SabreLayout,3,1,1,1
450,733,0.052343130111694336,39.39146481155531,66.61080993352356,0.0013205751392246184,ghz_80.qasm,SabreLayout,3,1,1,1
458,758,0.05195808410644531,31.610915836147488,68.29119635794939,0.0009903722872767755,ghz_81.qasm,SabreLayout,3,1,1,1
492,837,0.05336308479309082,49.28488612140643,89.85926496472136,0.011806529573722226,ghz_82.qasm,SabreLayout,3,1,1,1
494,790,0.05410909652709961,41.51129364401933,98.89483050190238,0.0002630553877004587,ghz_83.qasm,SabreLayout,3,1,1,1
502,830,0.05405902862548828,23.98306694315804,46.76537180435969,0.011836583119796375,ghz_84.qasm,SabreLayout,3,1,1,1
539,927,0.05495810508728027,43.281058212571466,99.98093568275904,0.0005010534345403309,ghz_85.qasm,SabreLayout,3,1,1,1
534,934,0.055724143981933594,45.9782557302906,78.64636037350998,0.0008001802841355679,ghz_86.qasm,SabreLayout,3,1,1,1
554,968,0.05735492706298828,34.106451002706216,54.92950027080166,0.007754888490200797,ghz_87.qasm,SabreLayout,3,1,1,1
493,840,0.05862712860107422,35.55980877338909,55.60125897855192,0.013747994057506334,ghz_88.qasm,SabreLayout,3,1,1,1
548,955,0.058557987213134766,47.090338711884414,78.96043312951113,0.0005825315471927881,ghz_89.qasm,SabreLayout,3,1,1,1
549,893,0.05700087547302246,62.71911590575875,141.06979655475513,0.0013636157718996808,ghz_90.qasm,SabreLayout,3,1,1,1
506,861,0.05851912498474121,35.470938809115275,74.19695074597068,0.012956708875551481,ghz_91.qasm,SabreLayout,3,1,1,1
538,925,0.05727791786193848,29.643717715563277,67.16165200469685,0.000961404574902675,ghz_92.qasm,SabreLayout,3,1,1,1
599,1019,0.058712005615234375,49.02550356702111,82.87754520978527,0.010722253144838354,ghz_93.qasm,SabreLayout,3,1,1,1
602,1074,0.05979180335998535,44.426202853721364,63.7102817447859,0.0006145522844578209,ghz_94.qasm,SabreLayout,3,1,1,1
610,1069,0.06206393241882324,29.40556920040828,56.16493568054717,0.012054918077563257,ghz_95.qasm,SabreLayout,3,1,1,1
597,1031,0.060427188873291016,25.897635027160298,71.47858070778966,0.0010274751136206631,ghz_96.qasm,SabreLayout,3,1,1,1
643,1086,0.09185504913330078,30.930365338935136,64.43019478474359,0.012391186844250092,ghz_97.qasm,SabreLayout,3,1,1,1
612,1054,0.08978009223937988,70.74602462329597,123.20105519028643,0.010987826082888534,ghz_98.qasm,SabreLayout,3,1,1,1
667,1172,0.06371784210205078,25.40054133281415,57.09859893202284,0.0014189507523992128,ghz_99.qasm,SabreLayout,3,1,1,1
621,993,0.06222987174987793,64.83585042243219,142.05720678656186,0.001275700966682767,ghz_100.qasm,SabreLayout,3,1,1,1
626,1042,0.06300497055053711,23.84716964337697,35.24202037341219,0.011544674018653356,ghz_101.qasm,SabreLayout,3,1,1,1
679,1202,0.06473374366760254,28.516442625264464,42.12704000995085,0.001177125673915238,ghz_102.qasm,SabreLayout,3,1,1,1
620,1029,0.06358981132507324,39.956226048014095,104.66733014651706,0.0015987499585817602,ghz_103.qasm,SabreLayout,3,1,1,1
682,1180,0.0657949447631836,33.414068893207244,64.5174395028197,0.01192387960990912,ghz_104.qasm,SabreLayout,3,1,1,1
605,983,0.06569099426269531,92.28217596047462,187.02991070949054,0.0027543628705341875,ghz_105.qasm,SabreLayout,3,1,1,1
667,1155,0.0657188892364502,30.153772566629204,63.1605098142819,0.0010363160085455846,ghz_106.qasm,SabreLayout,3,1,1,1
757,1279,0.06759500503540039,32.29551052391029,59.41117319158072,0.0004492850730120044,ghz_107.qasm,SabreLayout,3,1,1,1
729,1235,0.06749200820922852,54.17737073723678,99.84581864054198,0.010962810314754755,ghz_108.qasm,SabreLayout,3,1,1,1
721,1275,0.0682680606842041,54.03413273108027,92.22255689363638,0.0012501120630412316,ghz_109.qasm,SabreLayout,3,1,1,1
725,1231,0.08370304107666016,52.22307918918608,101.23333196136538,0.010354018790805341,ghz_110.qasm,SabreLayout,3,1,1,1
773,1352,0.0950779914855957,19.30673457630782,33.36446462930284,0.010681037696660548,ghz_111.qasm,SabreLayout,3,1,1,1
745,1278,0.07010221481323242,44.29729111356585,105.2220865598093,0.0008352572478191095,ghz_112.qasm,SabreLayout,3,1,1,1
786,1378,0.07016921043395996,36.74914965002592,53.434539391670626,0.010958390037873094,ghz_113.qasm,SabreLayout,3,1,1,1
767,1328,0.06938982009887695,46.2709412050371,76.45586962424795,0.0022590058019501817,ghz_114.qasm,SabreLayout,3,1,1,1
787,1338,0.10188913345336914,24.454038521274967,55.93914103738097,0.012771181770179264,ghz_115.qasm,SabreLayout,3,1,1,1
780,1348,0.07161092758178711,34.8245602987317,48.853735783458774,0.00019310612510186573,ghz_116.qasm,SabreLayout,3,1,1,1
782,1391,0.0727381706237793,42.26700841081611,101.43594037618027,0.012996582716980586,ghz_117.qasm,SabreLayout,3,1,1,1
813,1386,0.0727088451385498,43.28611209152423,89.80917269410736,0.004764833621953523,ghz_118.qasm,SabreLayout,3,1,1,1
848,1492,0.0760188102722168,38.78466191679386,54.415071441651165,0.0008856177265029726,ghz_119.qasm,SabreLayout,3,1,1,1
849,1535,0.07587194442749023,33.33447914697334,60.70831903454419,0.0007543334576164647,ghz_120.qasm,SabreLayout,3,1,1,1
756,1206,0.07189679145812988,74.821036480391,205.91427221054883,0.0018030299499691464,ghz_121.qasm,SabreLayout,3,1,1,1
837,1423,0.07276701927185059,34.10278580995987,67.4291294619766,0.0006241136977396421,ghz_122.qasm,SabreLayout,3,1,1,1
829,1427,0.07341384887695312,95.52224871724911,187.88360758725068,0.0013087457804564298,ghz_123.qasm,SabreLayout,3,1,1,1
853,1440,0.0736379623413086,101.35180067467968,210.18206393505608,0.013575659182088813,ghz_124.qasm,SabreLayout,3,1,1,1
968,1696,0.07834911346435547,16.97608612136496,65.1939414363022,0.0004182028513959937,ghz_125.qasm,SabreLayout,3,1,1,1
791,1370,0.0770721435546875,78.78253296257998,133.1603826218594,0.013500494954796771,ghz_126.qasm,SabreLayout,3,1,1,1
878,1515,0.09939694404602051,49.281715676303314,104.67807793420741,0.012154110055608017,ghz_127.qasm,SabreLayout,3,1,1,1
